,Name,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Watch time (hours),Streamers,Average channels
7032,True Pinball,0.02,0.01,0.0,0.0,0.04,160.75,2.0,0.0
7033,Truth or Lies,0.17,0.1,0.0,0.03,0.3,121.2,3.2,0.0
7034,Tsugunai: Atonement,0.02,0.01,0.02,0.0,0.06,816.5,3.0,0.0
7035,Tsumiki: Block Drop Mania,0.05,0.0,0.0,0.0,0.05,3.0,1.0,0.0
7036,Tunnel B1,0.05,0.03,0.0,0.01,0.09,198.33333333333331,4.0,0.0
7037,Turbo Prop Racing,0.08,0.06,0.0,0.01,0.15,54.5,2.5,0.0
7038,Turbo Turtle Adventure,0.04,0.01,0.0,0.0,0.05,172.2,3.4,0.0
7039,Turbo: Super Stunt Squad,0.0,0.11,0.0,0.0,0.13,17.666666666666668,2.333333333333333,0.0
7040,Turn It Around,0.03,0.0,0.0,0.0,0.03,6.5,2.0,0.0
7041,Turning Point: Fall of Liberty,0.44,0.05,0.0,0.04,0.54,254.125,10.25,0.0
7042,Turok,0.81,0.44,0.02,0.17,1.44,12059.6,283.3,0.0
7043,Turok 2: Seeds of Evil,1.37,0.41,0.04,0.04,1.86,39247.0,484.6666666666667,0.0
7044,Turok 3: Shadow of Oblivion,0.12,0.05,0.0,0.0,0.17,3081.0,17.142857142857142,0.0
7045,Turok: Dinosaur Hunter,0.0,0.0,0.05,0.0,0.05,109130.42857142857,380.57142857142856,0.0
7046,Turok: Evolution,1.41,0.75,0.0,0.2,2.3600000000000003,2568.0,55.85714285714285,0.0
7047,Turok: Rage Wars,0.3,0.06,0.0,0.0,0.37,439.0,15.571428571428571,0.0
7048,TwinBee,0.0,0.0,1.2,0.0,1.2,358.85714285714283,19.428571428571427,0.0
7049,Twisted Edge Extreme Snowboarding,0.16,0.04,0.0,0.0,0.2,50.2,2.2,0.0
7050,Twisted Metal,1.32,0.19,0.0,0.05,1.56,2489.0,90.42857142857144,0.0
7051,Twisted Metal 2,2.12,0.25,0.0,0.07,2.44,10648.285714285714,102.71428571428572,0.0
7052,Twisted Metal 4,1.07,0.16,0.0,0.04,1.28,1354.571428571429,64.71428571428571,0.0
7053,Twisted Metal III,1.48,0.2,0.0,0.05,1.73,603.0,39.57142857142857,0.0
7054,Twisted Metal: Black,1.19,0.17,0.0,0.05,1.41,6617.285714285715,273.1428571428572,0.0
7055,Twister Mania,0.1,0.01,0.0,0.01,0.13,29.0,2.0,0.0
7056,Two Worlds,0.41,0.23,0.0,0.07,0.71,22182.285714285717,167.57142857142858,0.0
7057,Two Worlds II,0.75,0.28,0.09,0.12,1.22,11438.57142857143,171.14285714285714,0.0
7058,Ty the Tasmanian Tiger,0.9199999999999999,0.54,0.0,0.16999999999999998,1.6199999999999999,36440.28571428572,634.7142857142857,0.0
7059,Ty the Tasmanian Tiger 2: Bush Rescue,0.58,0.29000000000000004,0.0,0.08,0.9700000000000001,26514.85714285714,162.57142857142858,0.0
7060,Ty the Tasmanian Tiger 3: Night of the Quinkan,0.22,0.11000000000000001,0.0,0.02,0.35,999.75,37.0,0.0
7061,Tycoon City: New York,0.0,0.02,0.0,0.0,0.02,55.2,8.0,0.0
7062,U-Sing,0.0,0.32,0.0,0.03,0.36,39.0,1.6666666666666667,0.0
7063,UEFA Euro 2004: Portugal,0.11000000000000001,0.060000000000000005,0.0,0.02,0.19,458.0,3.0,0.0
7064,UFC 2009 Undisputed,2.55,0.8400000000000001,0.01,0.43,3.84,5963.5,30.75,0.0
7065,UFC Personal Trainer: The Ultimate Fitness System,0.73,0.33999999999999997,0.0,0.12,1.1800000000000002,2308.333333333333,9.666666666666666,0.0
7066,UFC Undisputed 2010,1.81,0.79,0.02,0.34,2.96,2521.25,26.25,0.0
7067,UFC Undisputed 3,1.27,0.55,0.03,0.2,2.05,32022.0,271.85714285714283,0.0
7068,UFC: Sudden Impact,0.09,0.07,0.0,0.02,0.18,458.25,3.0,0.0
7069,UFC: Tapout,0.14,0.05,0.0,0.01,0.2,1857.0,25.5,0.0
7070,UFC: Tapout 2,0.08,0.02,0.0,0.0,0.1,18372.85714285714,117.85714285714286,0.0
7071,UK Truck Simulator,0.0,0.03,0.0,0.0,0.03,2.333333333333333,1.3333333333333333,0.0
7072,UNO 52,0.01,0.0,0.0,0.0,0.02,47.75,1.75,0.0
7073,USA Today Crossword Challenge,0.11,0.0,0.0,0.01,0.12,5.0,2.0,0.0
7074,Ukiyo no Shishi,0.0,0.0,0.03,0.0,0.03,158.0,1.6666666666666667,0.0
7075,Ultimate Band,0.39,0.05,0.0,0.04,0.48,32.333333333333336,2.6666666666666665,0.0
7076,Ultimate Block Party,0.03,0.0,0.0,0.0,0.03,13089.0,1.0,0.0
7077,Ultimate Board Game Collection,0.01,0.0,0.0,0.0,0.01,18.5,1.75,0.0
7078,Ultimate Board Game Collection,0.2,0.0,0.0,0.02,0.22,18.5,1.75,0.0
7079,Ultimate Brain Games,0.06,0.02,0.0,0.0,0.08,1341.5,3.0,0.0
7080,Ultimate Card Games,0.09,0.03,0.0,0.0,0.12,160.0,11.0,0.0
7081,Ultimate Duck Hunting,0.07,0.0,0.0,0.01,0.08,11.0,0.5,0.0
7082,Ultimate Fighting Championship,0.14,0.09,0.0,0.02,0.25,1414.6666666666667,10.333333333333334,0.0
7083,Ultimate Fighting Championship: Throwdown,0.22,0.13999999999999999,0.0,0.04,0.4,1.0,0.0,0.0
7084,Ultimate Game Room,0.03,0.0,0.0,0.0,0.04,562.3333333333334,10.333333333333334,0.0
7085,Ultimate Ghosts 'n Goblins,0.07,0.01,0.0,0.01,0.08,12994.142857142857,27.428571428571427,0.0
7086,Ultimate I Spy,0.45,0.0,0.0,0.03,0.49,1102.0,2.6666666666666665,0.0
7087,Ultimate Marvel vs. Capcom 3,0.2,0.16,0.08,0.060000000000000005,0.5,667783.5,3309.75,1.25
7088,Ultimate Mortal Kombat,0.09,0.01,0.0,0.01,0.11,77.0,8.0,0.0
7089,Ultimate NES Remix,0.15,0.09,0.0,0.02,0.27,389.8571428571428,20.857142857142858,0.0
7090,Ultimate Party Challenge,0.07,0.0,0.0,0.01,0.08,24.0,1.0,0.0
7091,Ultimate Puzzle Games,0.01,0.0,0.0,0.0,0.02,318.0,3.6666666666666665,0.0
7092,Ultimate Shooting Collection,0.08,0.0,0.0,0.0,0.08,5.0,1.0,0.0
7093,Ultimate Spider-Man,1.51,0.28,0.0,0.15,1.94,6694.857142857143,338.0,0.0
7094,Ultra Bust-A-Move,0.04,0.01,0.0,0.0,0.05,2.0,0.5,0.0
7095,Ultra Street Fighter IV,0.0,0.08,0.0,0.01,0.1,326699.0,3169.285714285714,1.4285714285714286
7096,Ultraman Fighting Evolution 0,0.0,0.0,0.01,0.0,0.01,2.0,1.0,0.0
7097,Ultraman Fighting Evolution 3,0.0,0.0,0.01,0.0,0.01,487.3333333333333,13.333333333333334,0.0
7098,Um Jammer Lammy,0.12,0.08,0.41,0.04,0.66,5840.444444444444,95.33333333333331,0.0
7099,Umineko no Naku Koro ni: Majo to Suiri no Rinbukyoku,0.0,0.0,0.02,0.0,0.02,82.25,5.0,0.0
7100,Unchained Blades,0.0,0.0,0.1,0.0,0.1,66.5,1.75,0.0
7101,Uncharted 2: Among Thieves,3.27,2.25,0.21,1.0,6.73,248767.7142857143,1464.142857142857,0.5714285714285714
7102,Uncharted 3: Drake's Deception,2.77,2.8,0.19,1.06,6.83,181055.42857142855,1186.0,0.4285714285714285
7103,Uncharted 4: A Thief's End,1.3,2.07,0.18,0.65,4.2,2195725.5,27275.166666666668,20.166666666666668
7104,Uncharted: Drake's Fortune,2.31,1.73,0.12,0.78,4.94,204411.0,2158.8571428571427,0.7142857142857143
7105,Uncharted: Golden Abyss,0.59,0.75,0.13,0.27,1.74,2635.428571428572,18.142857142857142,0.0
7106,Uncharted: The Nathan Drake Collection,1.96,1.69,0.08,0.74,4.47,333677.75,11075.0,2.0
7107,Undead Knights,0.05,0.01,0.06,0.01,0.12,165.2,4.0,0.0
7108,Under Night In-Birth,0.06,0.02,0.04,0.02,0.13,202.0,8.0,0.0
7109,Under the Skin,0.01,0.01,0.0,0.0,0.03,217.0,7.666666666666667,0.0
7110,Underground Pool,0.03,0.0,0.0,0.0,0.03,1.0,1.0,0.0
7111,Unison: Rebels of Rhythm & Dance,0.02,0.02,0.0,0.01,0.04,517.0,3.571428571428572,0.0
7112,Unit 13,0.29,0.15,0.04,0.07,0.55,7.0,3.0,0.0
7113,Universal Studios Theme Parks Adventure,0.08,0.02,0.0,0.0,0.1,2147.8,15.0,0.0
7114,Universe at War: Earth Assault,0.09,0.01,0.0,0.01,0.1,145.0,14.333333333333334,0.0
7115,Unreal Championship,0.59,0.12,0.0,0.03,0.74,24.0,3.0,0.0
7116,Unreal II: The Awakening,0.17,0.04,0.0,0.01,0.21,7758.857142857143,48.0,0.0
7117,Unreal Tournament,0.28,0.22,0.0,0.07,0.58,95770.71428571428,2521.1428571428573,1.1428571428571428
7118,Unreal Tournament 2003,0.0,0.01,0.0,0.0,0.01,515.4285714285714,33.42857142857143,0.0
7119,Unreal Tournament 2004,0.0,0.01,0.0,0.0,0.02,24595.285714285717,514.4285714285714,0.0
7120,Unreal Tournament III,0.33,0.29,0.0,0.12,0.73,3579.375,257.625,0.0
7121,Unreal Tournament III,0.25,0.17,0.01,0.05,0.47,3579.375,257.625,0.0
7122,Unsolved Crimes,0.04,0.01,0.0,0.0,0.05,14.2,2.4,0.0
7123,Until Dawn,0.44,0.89,0.05,0.25,1.64,1825704.625,18125.0,5.25
7124,Untold Legends: Brotherhood of the Blade,0.54,0.33,0.01,0.22,1.1,30.8,4.2,0.0
7125,Untold Legends: Dark Kingdom,0.14,0.02,0.02,0.02,0.2,611.1666666666666,2.833333333333333,0.0
7126,Up,1.32,0.8500000000000001,0.0,0.5,2.65,3535.2,17.4,0.0
7127,Uppers,0.0,0.0,0.01,0.0,0.01,447.57142857142856,18.714285714285715,0.0
7128,Urban Chaos,0.06,0.04,0.0,0.01,0.1,20482.0,19.83333333333333,0.0
7129,Urban Chaos: Riot Response,0.04,0.02,0.0,0.01,0.08,418.7142857142857,17.285714285714285,0.0
7130,Urban Reign,0.04,0.03,0.0,0.01,0.08,10594.5,84.75,0.0
7131,Uru: Ages Beyond Myst,0.0,0.02,0.0,0.0,0.02,838.1428571428571,19.142857142857142,0.0
7132,Uta Kumi 575,0.0,0.0,0.02,0.0,0.02,10.0,1.0,0.0
7133,V-Rally 3,0.06,0.03,0.0,0.01,0.11,292.42857142857144,7.285714285714286,0.0
7134,V-Rally 3,0.01,0.0,0.0,0.0,0.02,292.42857142857144,7.285714285714286,0.0
7135,VMX Racing,0.16,0.11,0.0,0.02,0.28,72.25,0.25,0.0
7136,VR Golf '97,0.09,0.06,0.0,0.01,0.17,9.0,1.0,0.0
7137,VR Soccer '96,0.03,0.02,0.0,0.0,0.05,6.0,1.0,0.0
7138,Vacation Sports,0.1,0.01,0.0,0.01,0.11,35.5,1.5,0.0
7139,Vagrant Story,0.3,0.2,0.3,0.06,0.87,43316.28571428572,211.57142857142856,0.0
7140,Valentino Rossi: The Game,0.01,0.08,0.0,0.01,0.09,3290.0,212.57142857142856,0.0
7141,Valhalla Knights,0.15,0.0,0.07,0.01,0.24,275.8333333333333,4.0,0.0
7142,Valhalla Knights 2,0.09,0.0,0.12,0.01,0.23,24.0,1.0,0.0
7143,Valhalla Knights 3,0.04,0.01,0.12,0.01,0.19,11.5,1.5,0.0
7144,Valhalla Knights: Eldar Saga,0.1,0.01,0.01,0.01,0.14,584.8333333333334,1.3333333333333333,0.0
7145,Valkyria Chronicles,0.71,0.2,0.24,0.13,1.29,116595.28571428572,1919.2857142857144,1.4285714285714286
7146,Valkyria Chronicles,0.06,0.04,0.05,0.02,0.17,116595.28571428572,1919.2857142857144,1.4285714285714286
7147,Valkyrie Drive: Bhikkhuni,0.0,0.01,0.07,0.0,0.08,9454.0,94.33333333333331,0.0
7148,Valkyrie Profile,0.07,0.05,0.63,0.05,0.81,42283.57142857143,237.8571428571429,0.0
7149,Valkyrie Profile 2: Silmeria,0.04,0.03,0.39,0.01,0.47,13444.42857142857,90.85714285714286,0.0
7150,Valkyrie Profile: Covenant of the Plume,0.23,0.02,0.16,0.02,0.42,20165.33333333333,16.0,0.0
7151,Vampire Night,0.07,0.05,0.0,0.02,0.14,1448.6666666666667,17.833333333333332,0.0
7152,Vampire Rain,0.18,0.0,0.01,0.01,0.21,3183.428571428572,11.428571428571429,0.0
7153,Vampire Rain: Altered Species,0.05,0.0,0.0,0.0,0.06,1174.5,4.25,0.0
7154,Vampire Savior: The Lord of Vampire,0.0,0.0,0.18,0.0,0.18,21123.0,184.0,0.0
7155,Van Helsing,0.29000000000000004,0.2,0.0,0.06,0.54,2792.8571428571427,77.0,0.0
7156,Van Helsing,0.13,0.04,0.0,0.01,0.18,2792.8571428571427,77.0,0.0
7157,Vanark,0.01,0.01,0.0,0.0,0.01,4.0,1.0,0.0
7158,Vandal Hearts,0.14,0.09,0.19,0.03,0.45,7365.111111111111,75.88888888888889,0.0
7159,Vandal Hearts II,0.06,0.04,0.0,0.01,0.1,1785.428571428571,16.142857142857142,0.0
7160,Vanguard Bandits,0.04,0.03,0.0,0.0,0.07,917.5,31.33333333333333,0.0
7161,Vanishing Point,0.06,0.04,0.0,0.01,0.1,243.0,6.166666666666667,0.0
7162,Vanquish,0.4,0.39,0.14,0.13,1.04,96645.0,1122.5555555555557,0.0
7163,Vegas Casino,0.03,0.0,0.0,0.0,0.03,521.0,17.0,0.0
7164,Veggy World,0.02,0.0,0.0,0.0,0.02,3237.0,1.0,0.0
7165,Velvet Assassin,0.14,0.02,0.01,0.01,0.18,1981.5,69.33333333333333,0.0
7166,Venetica,0.0,0.04,0.0,0.01,0.05,8241.666666666666,42.833333333333336,0.0
7167,Venetica,0.16,0.07,0.0,0.03,0.26,8241.666666666666,42.833333333333336,0.0
7168,Venus & Braves: Majo to Megami to Horobi no Yogen,0.0,0.0,0.05,0.0,0.05,902.7142857142856,3.571428571428572,0.0
7169,Vertigo,0.05,0.0,0.0,0.0,0.05,5893.875,18.75,0.0
7170,Vexx,0.25,0.12,0.0,0.03,0.4,1885.0,51.1,0.0
7171,Victorious Boxers: Ippo's Road to Glory,0.05,0.04,0.38,0.01,0.47,77.125,7.0,0.0
7172,Victorious Boxers: Revolution,0.07,0.0,0.06,0.01,0.14,207.66666666666663,4.0,0.0
7173,Vietcong,0.0,0.02,0.0,0.0,0.02,46994.42857142857,104.14285714285714,0.0
7174,Vietcong: Purple Haze,0.15,0.09000000000000001,0.0,0.02,0.26,85.5,4.25,0.0
7175,Viewpoint,0.04,0.03,0.0,0.0,0.07,129.5,4.75,0.0
7176,Viewtiful Joe,0.38,0.1,0.12,0.02,0.62,29839.875,260.25,0.0
7177,Viewtiful Joe,0.14,0.11,0.0,0.04,0.28,29839.875,260.25,0.0
7178,Viewtiful Joe 2,0.27,0.12,0.0,0.04,0.43,1878.6666666666667,39.16666666666666,0.0
7179,Viewtiful Joe: Double Trouble!,0.08,0.0,0.01,0.01,0.11,21.0,2.0,0.0
7180,Viewtiful Joe: Red Hot Rumble,0.04,0.01,0.0,0.0,0.06,1183.3333333333333,6.166666666666667,0.0
7181,Viewtiful Joe: Red Hot Rumble,0.08,0.0,0.0,0.01,0.09,1183.3333333333333,6.166666666666667,0.0
7182,Vigilante 8,0.93,0.53,0.0,0.08,1.54,2046.2857142857144,39.71428571428572,0.0
7183,Vigilante 8: 2nd Offense,0.27,0.18,0.0,0.03,0.48,5602.428571428572,45.71428571428572,0.0
7184,Vigilante 8: 2nd Offense,0.09,0.02,0.0,0.0,0.11,5602.428571428572,45.71428571428572,0.0
7185,Viking: Battle for Asgard,0.30000000000000004,0.42,0.0,0.12000000000000001,0.8400000000000001,1498.428571428571,63.57142857142857,0.0
7186,Virtua Cop,0.0,0.0,0.62,0.0,0.62,3469.714285714286,15.571428571428571,0.0
7187,Virtua Cop 2,0.0,0.0,0.3,0.0,0.3,9334.857142857143,23.571428571428573,0.0
7188,Virtua Fighter,0.17,0.12,0.77,0.02,1.07,7763.166666666667,15.666666666666666,0.0
7189,Virtua Fighter 2,0.34,0.26,1.3,0.03,1.93,16516.333333333332,56.16666666666666,0.0
7190,Virtua Fighter 4,0.78,0.44,0.56,0.04,1.81,359.0,12.5,0.0
7191,Virtua Fighter 4: Evolution,0.35,0.27,0.0,0.09,0.71,8753.25,16.875,0.0
7192,Virtua Fighter 5,0.29,0.52,0.08,0.2,1.09,4145.285714285715,45.42857142857143,0.0
7193,Virtua Fighter CG Portrait Series Vol.6: Lau Chan,0.0,0.0,0.04,0.0,0.04,1410.6666666666667,2.6666666666666665,0.0
7194,Virtua Fighter Kids,0.0,0.0,0.23,0.0,0.23,229.7142857142857,3.142857142857143,0.0
7195,Virtua Pro Football,0.0,0.0,0.02,0.0,0.02,2554.333333333333,1.0,0.0
7196,Virtua Racing,0.0,0.0,0.26,0.0,0.26,482.4285714285714,24.857142857142858,0.0
7197,Virtua Striker 2,0.0,0.0,0.32,0.0,0.32,1462.3333333333333,16.166666666666668,0.0
7198,Virtua Striker 2002,0.01,0.0,0.03,0.0,0.05,1097.8,7.2,0.0
7199,Virtua Tennis,0.13,0.05,0.0,0.0,0.18,5002.555555555556,36.44444444444444,0.0
7200,Virtua Tennis 2009,0.33999999999999997,0.62,0.0,0.14,1.09,99.125,5.0,0.0
7201,Virtua Tennis 3,0.28,0.65,0.03,0.23,1.1700000000000002,5431.5,18.0,0.0
7202,Virtua Tennis 4,0.25,0.46,0.04,0.13999999999999999,0.88,6830.0,46.0,0.0
7203,Virtual Chess 64,0.05,0.01,0.0,0.0,0.06,779.3333333333334,4.166666666666667,0.0
7204,Virtual Hydlide,0.0,0.0,0.11,0.0,0.11,27420.571428571428,16.571428571428573,0.0
7205,Virtual Kasparov,0.01,0.01,0.0,0.0,0.02,0.0,1.0,0.0
7206,Virtual Pool,0.28,0.19,0.0,0.03,0.51,119.75,1.75,0.0
7207,Virtual Pool 64,0.08,0.02,0.0,0.0,0.1,1453.6666666666667,2.0,0.0
7208,Virtual Soccer,0.0,0.0,0.53,0.0,0.53,1.2,0.6,0.0
7209,Virtual Villagers: A New Home,0.04,0.01,0.0,0.0,0.05,276.1428571428572,11.285714285714286,0.0
7210,Virus,0.0,0.0,0.08,0.0,0.08,1667.2857142857142,7.714285714285714,0.0
7211,Vitamin X,0.0,0.0,0.01,0.0,0.01,54.5,1.5,0.0
7212,Viva Pinata: Pocket Paradise,0.27,0.23,0.0,0.06,0.56,110.0,10.0,0.0
7213,Volleyball,0.14,0.03,1.98,0.0,2.15,27911.14285714286,76.0,0.0
7214,Voodoo Vince,0.09,0.03,0.0,0.0,0.12,3004.1666666666665,89.83333333333333,0.0
7215,WCW Backstage Assault,0.12,0.08,0.0,0.01,0.21,3497.75,7.25,0.0
7216,WCW Mayhem,0.68,0.46,0.0,0.08,1.22,912.6666666666666,14.166666666666666,0.0
7217,WCW Mayhem,0.63,0.15,0.0,0.01,0.79,912.6666666666666,14.166666666666666,0.0
7218,WCW Nitro,1.5899999999999999,0.39999999999999997,0.03,0.07,2.09,480.8,10.6,0.0
7219,WCW vs. nWo: World Tour,1.37,0.28,0.03,0.02,1.69,790.0,24.666666666666668,0.0
7220,WCW/nWo Revenge,1.94,0.39,0.03,0.02,2.38,8169.428571428572,75.57142857142857,0.0
7221,WRC 2: FIA World Rally Championship,0.0,0.2,0.0,0.05,0.27,478.8,5.4,0.0
7222,WRC: FIA World Rally Championship,0.02,0.01,0.0,0.01,0.04,2282.777777777778,20.33333333333333,0.0
7223,WTA Tour Tennis,0.03,0.02,0.0,0.01,0.05,16.5,2.5,0.0
7224,WTA Tour Tennis,0.02,0.0,0.0,0.0,0.03,16.5,2.5,0.0
7225,WTF: Work Time Fun,0.04,0.0,0.0,0.0,0.04,12132.166666666666,24.166666666666668,0.0
7226,WWE '12,1.51,0.9500000000000001,0.02,0.32,2.81,2998.1666666666665,25.83333333333333,0.0
7227,WWE '13,1.35,1.09,0.0,0.38,2.83,5095.285714285715,44.0,0.0
7228,WWE 2K14,1.13,0.88,0.0,0.31,2.32,24541.0,93.28571428571428,0.0
7229,WWE 2K15,1.4,1.4000000000000001,0.0,0.43,3.23,17271.625,778.75,0.125
7230,WWE 2K16,1.2,1.28,0.0,0.37,2.86,261818.0,6569.571428571428,4.142857142857143
7231,WWE All Stars,0.77,0.53,0.0,0.18,1.5,16556.714285714286,41.85714285714285,0.0
7232,WWE Crush Hour,0.23,0.15,0.0,0.04,0.43,2368.6666666666665,14.5,0.0
7233,WWE Day of Reckoning,0.35,0.09,0.0,0.01,0.45,4603.571428571428,44.57142857142857,0.0
7234,WWE Day of Reckoning 2,0.26,0.07,0.0,0.01,0.34,2822.714285714286,42.57142857142857,0.0
7235,WWE Raw 2,0.43,0.11,0.0,0.02,0.56,804.5714285714286,14.0,0.0
7236,WWE Road to WrestleMania X8,0.19,0.07,0.0,0.0,0.27,251.5,4.0,0.0
7237,WWE SmackDown vs. Raw 2009,2.78,1.11,0.01,0.9900000000000001,4.88,5755.333333333333,57.833333333333336,0.0
7238,WWE SmackDown vs. Raw 2010,2.68,1.42,0.02,1.11,5.21,4520.0,49.66666666666666,0.0
7239,WWE SmackDown vs. Raw 2011,1.6400000000000001,1.33,0.01,0.54,3.54,7367.571428571428,123.57142857142856,0.0
7240,WWE SmackDown! Shut Your Mouth,1.45,1.13,0.07,0.38,3.02,14405.57142857143,89.42857142857143,0.0
7241,WWE Survivor Series,0.09,0.04,0.0,0.0,0.13,783.8333333333334,9.666666666666666,0.0
7242,WWE WrestleMania 21,0.34,0.1,0.0,0.02,0.45,303.5,3.6666666666666665,0.0
7243,WWF Attitude,1.27,0.42,0.0,0.07,1.76,2407.1428571428573,23.857142857142858,0.0
7244,WWF Attitude,0.57,0.13,0.0,0.01,0.71,2407.1428571428573,23.857142857142858,0.0
7245,WWF No Mercy,1.2,0.27,0.02,0.02,1.5,28887.42857142857,235.57142857142856,0.0
7246,WWF Raw,0.4,0.13,0.0,0.02,0.55,1757.8333333333333,23.666666666666668,0.0
7247,WWF SmackDown!,2.01,1.35,0.06,0.16,3.58,3641.5,37.66666666666666,0.0
7248,WWF SmackDown! 2: Know Your Role,1.76,1.21,0.07,0.16,3.2,18017.14285714286,86.14285714285714,0.0
7249,WWF SmackDown! Just Bring It,1.19,1.15,0.04,0.41,2.79,14360.142857142857,38.85714285714285,0.0
7250,WWF War Zone,3.5500000000000003,1.0,0.0,0.15,4.6899999999999995,1552.3333333333333,29.5,0.0
7251,WWF WrestleMania 2000,1.2,0.25,0.02,0.02,1.48,14976.0,66.28571428571429,0.0
7252,Wacky Races: Crash & Dash,0.46,0.01,0.0,0.03,0.51,6.0,1.5,0.0
7253,Wacky World of Sports,0.08,0.0,0.0,0.01,0.09,6.5,1.0,0.0
7254,Wade Hixton's Counter Punch,0.01,0.0,0.0,0.0,0.01,33.75,3.0,0.0
7255,Wakeboarding Unleashed Featuring Shaun Murray,0.13,0.08,0.0,0.02,0.23,16.666666666666668,2.6666666666666665,0.0
7256,Wallace & Gromit in Project Zoo,0.18,0.11,0.0,0.03,0.33,281.125,16.25,0.0
7257,Walt Disney World Quest: Magical Racing Tour,0.25,0.17,0.0,0.03,0.45,1119.7142857142858,19.142857142857142,0.0
7258,Wangan Midnight,0.0,0.0,0.03,0.0,0.03,130.71428571428572,7.428571428571429,0.0
7259,Wanted: Weapons of Fate,0.31000000000000005,0.25,0.01,0.09,0.6699999999999999,3245.0,34.714285714285715,0.0
7260,Wappy Dog,0.27,0.0,0.0,0.02,0.29,45.5,1.0,0.0
7261,War Gods,0.01,0.01,0.0,0.0,0.03,1230.7142857142858,13.285714285714286,0.0
7262,War Gods,0.23,0.06,0.0,0.0,0.29,1230.7142857142858,13.285714285714286,0.0
7263,War Leaders: Clash of Nations,0.0,0.02,0.0,0.0,0.02,4.666666666666667,1.3333333333333333,0.0
7264,War for the Overworld,0.0,0.01,0.0,0.0,0.01,34395.0,363.2857142857143,0.0
7265,War of the Monsters,0.26,0.2,0.0,0.07,0.54,2023.6666666666667,183.33333333333331,0.0
7266,WarJetz,0.02,0.02,0.0,0.01,0.04,40.5,1.75,0.0
7267,WarTech: Senko no Ronde,0.04,0.0,0.0,0.0,0.04,23.166666666666668,2.0,0.0
7268,Warcraft III: Reign of Chaos,0.03,0.08,0.0,0.02,0.13,445123.4,1979.8,0.8
7269,Warcraft: Orcs & Humans,0.89,1.08,0.0,0.11,2.08,17810.85714285714,166.71428571428572,0.0
7270,"Warhammer 40,000: Dawn of War",0.01,0.03,0.0,0.01,0.05,78011.71428571429,764.1428571428571,0.2857142857142857
7271,"Warhammer 40,000: Dawn of War II",0.0,0.45,0.0,0.02,0.47,90677.0,616.0,0.4285714285714285
7272,"Warhammer 40,000: Dawn of War II - Retribution",0.0,0.06,0.0,0.02,0.08,57620.2,449.8,0.0
7273,"Warhammer 40,000: Fire Warrior",0.08,0.06,0.0,0.02,0.15,1062.5,24.166666666666668,0.0
7274,"Warhammer 40,000: Space Marine",0.47,0.61,0.0,0.18,1.23,95752.0,1540.2857142857142,0.1428571428571428
7275,"Warhammer 40,000: Squad Command",0.16,0.15000000000000002,0.0,0.09,0.4,200.16666666666663,3.0,0.0
7276,Warhammer Online: Age of Reckoning,0.0,0.02,0.0,0.0,0.02,257586.7142857143,578.1428571428571,1.4285714285714286
7277,Warhammer: Battle March,0.09,0.02,0.0,0.01,0.11,46.66666666666666,2.6666666666666665,0.0
7278,Warhammer: Dark Omen,0.02,0.01,0.0,0.0,0.04,147.28571428571428,6.428571428571429,0.0
7279,Warhammer: Mark of Chaos,0.0,0.02,0.0,0.0,0.03,943.3333333333334,17.5,0.0
7280,Warhammer: Shadow of the Horned Rat,0.11,0.07,0.0,0.01,0.19,134.66666666666666,6.666666666666667,0.0
7281,Warhawk,0.25,0.17,0.0,0.03,0.46,637.0,21.285714285714285,0.0
7282,Warhawk,0.49,0.39,0.0,0.17,1.06,637.0,21.285714285714285,0.0
7283,Wario Land 3,1.11,0.51,0.34,0.23,2.2,17516.14285714286,91.57142857142856,0.0
7284,Wario Land 4,0.9,0.73,0.54,0.09,2.26,137879.125,260.5,0.0
7285,Wario Land II,0.7,0.35,0.39,0.04,1.48,18172.5,69.25,0.0
7286,Wario Land: Shake It!,0.6,0.31,0.15,0.11,1.17,27781.42857142857,76.0,0.0
7287,Wario World,0.34,0.09,0.0,0.01,0.44,44886.66666666666,262.6666666666667,0.0
7288,Wario: Master of Disguise,0.28,0.02,0.33,0.03,0.66,2459.5714285714284,6.714285714285714,0.0
7289,WarioWare D.I.Y.,0.18,0.19,0.2,0.04,0.6,4050.875,16.0,0.0
7290,WarioWare: Smooth Moves,0.87,1.06,0.73,0.26,2.92,35738.42857142857,123.14285714285714,0.0
7291,Warpath: Jurassic Park,0.15,0.1,0.0,0.02,0.28,366.3333333333333,17.5,0.0
7292,Warriors Orochi,0.28,0.09999999999999999,0.64,0.05,1.07,557.2857142857143,28.714285714285715,0.0
7293,Warriors Orochi,0.02,0.0,0.18,0.0,0.2,557.2857142857143,28.714285714285715,0.0
7294,Warriors Orochi 2,0.16,0.05,0.23,0.030000000000000002,0.48,976.7142857142856,28.142857142857142,0.0
7295,Warriors Orochi 3,0.09,0.07,0.6,0.02,0.78,45937.28571428572,1042.7142857142858,0.1428571428571428
7296,Warriors Orochi 3,0.0,0.0,0.11,0.0,0.11,45937.28571428572,1042.7142857142858,0.1428571428571428
7297,Warriors Orochi 3,0.0,0.0,0.07,0.0,0.07,45937.28571428572,1042.7142857142858,0.1428571428571428
