Game,Watch time (hours),Streamers,Average channels
Sam & Max Episode 202: Moai Better Blues,2813.75,14.0,0.0
Sam & Max Episode 203: Night of the Raving Dead,3427.25,23.75,0.0
Sam & Max Episode 204: Chariots of the Dogs,3490.75,13.75,0.0
"Sam & Max Episode 205: What's New, Beelzebub?",3198.1666666666665,12.333333333333334,0.0
Sam & Max Episode 2: Situation: Comedy,1077.6,42.6,0.0
Sam & Max Episode 301: The Penal Zone,3721.6666666666665,31.333333333333332,0.0
Sam & Max Episode 302: The Tomb of Sammun-Mak,244.71428571428572,11.285714285714286,0.0
Sam & Max Episode 303: They Stole Max's Brain,308.2,10.4,0.0
Sam & Max Episode 304: Beyond the Alley of the Dolls,249.2,10.2,0.0
Sam & Max Episode 305: The City That Dares Not Sleep,212.6,8.6,0.0
"Sam & Max Episode 3: The Mole, the Mob, and the Meatball",3770.3333333333335,31.0,0.0
Sam & Max Episode 4: Abe Lincoln Must Die!,3094.0,24.2,0.0
Sam & Max Episode 5: Reality 2.0,1967.6,18.6,0.0
Sam & Max Episode 6: Bright Side of the Moon,2011.4,15.4,0.0
Sam & Max Hit the Road,27816.714285714286,216.57142857142858,0.0
Sam & Max: Beyond Time and Space,6028.333333333333,58.0,0.0
Sam & Max: Freelance Police,230.0,6.0,0.0
Sam & Max: Save the World,18919.0,282.8,0.0
Sam & Max: The Devil's Playhouse,2254.285714285714,29.428571428571427,0.0
Sam & Max: This Time It's Virtual,1467.0,41.5,0.0
Sam Glyph: Private Eye!,1.0,0.0,0.0
Sam's Journey,5419.0,6.0,0.0
Samael,37.0,1.0,0.0
Samantha Swift and the Golden Touch,44.0,2.3333333333333335,0.0
Samantha Swift and the Hidden Roses of Athena,116.28571428571429,2.7142857142857144,0.0
Samantha Swift and the Mystery From Atlantis,6.0,1.0,0.0
Samba de Amigo,3324.8571428571427,17.428571428571427,0.0
Samba de Amigo ver. 2000,298.2,2.8,0.0
Same,36.6,3.6,0.0
Same Game,42.5,1.5,0.0
Same Game and Robots,2.0,1.0,0.0
Same Game for Windows,1.0,1.5,0.0
Same or Different,76.5,4.5,0.0
SameGame,26.5,1.5,0.0
SameGame - Colors,12.0,1.0,0.0
SameGame HD,227.0,1.0,0.0
Samhain,1272.0,25.0,0.0
Samidare,23.0,1.0,0.0
Samidare Growing Up!,7.0,1.0,0.0
Sammy Lightfoot,67.83333333333333,1.0,0.0
Sammy Sosa High Heat Baseball 2001,2.0,1.0,0.0
Sammy Sosa Softball Slam,13.75,1.75,0.0
Sammy Suricate,36190.5,10.5,0.0
Sammy's Science House,28.5,2.5,0.0
Samorost,1565.0,46.714285714285715,0.0
Samorost 1,25500.0,192.5,0.0
Samorost 2,4616.333333333333,89.16666666666667,0.0
Samorost 3,31422.25,278.125,0.0
Samosbor,484.0,12.5,0.0
Samozbor ID:HEAVEN,7.0,1.0,0.0
Samozvaniets,141.0,17.0,0.0
Samphi,43.5,9.25,0.0
Samsa and the Knights of Light,12.0,1.0,0.0
Samsara,339.75,18.25,0.0
Samsara Room,11712.4,360.8,0.0
SamuTale,50.333333333333336,1.6666666666666667,0.0
Samurai,1387.6,8.4,0.0
Samurai Aces,34.5,2.5,0.0
Samurai Bringer,109693.0,524.0,0.0
Samurai Cat,126.0,2.0,0.0
Samurai Champloo: Sidetracked,1020.625,19.375,0.0
Samurai Deeper Kyo,28.6,3.0,0.0
Samurai Gunn,4130.5,17.625,0.0
Samurai Gunn 2,37264.5,104.5,0.0
Samurai Jack: Battle Through Time,56297.5,827.0,0.0
Samurai Jack: The Amulet of Time,594.5,3.3333333333333335,0.0
Samurai Jack: The Shadow of Aku,238.71428571428572,15.142857142857142,0.0
Samurai Kid,363.0,6.0,0.0
Samurai Lantern,6.0,1.0,0.0
Samurai Maiden,45954.0,382.0,0.0
Samurai Poodle,19.0,1.0,0.0
Samurai Riot,417.0,8.5,0.0
Samurai Saga,786.0,10.0,0.0
Samurai Sam,1.0,0.0,0.0
Samurai Sentai Shinkenger: Battle ga Ippai! Iza Mairu!,90.0,1.0,0.0
Samurai Shaver,152.5,3.0,0.0
Samurai Shodown 64,17.25,1.0,0.0
Samurai Shodown Anthology,110.33333333333333,2.6666666666666665,0.0
Samurai Shodown II,7247.0,94.42857142857143,0.0
Samurai Shodown III,783.2,19.6,0.0
Samurai Shodown IV: Amakusa's Revenge,3096.285714285714,37.142857142857146,0.0
Samurai Shodown NeoGeo Collection,64.0,4.0,0.0
Samurai Shodown Sen,54.2,4.0,0.0
Samurai Shodown V,1121.142857142857,21.857142857142858,0.0
Samurai Shodown V Special,10064.42857142857,143.57142857142858,0.0
Samurai Shodown VI,2094.285714285714,52.42857142857143,0.0
Samurai Shodown!,1807.857142857143,14.571428571428571,0.0
Samurai Shodown! 2,3111.8333333333335,15.333333333333334,0.0
Samurai Shodown: Tenkadaiichi Kenkakuden,20.0,2.0,0.0
Samurai Shodown: Warriors Rage,124.5,3.5,0.0
Samurai Siege,752.1176470588235,12.352941176470589,0.0
Samurai Slaughter House,119.0,7.0,0.0
Samurai Spirits! 2 (Best Collection),147.0,7.0,0.0
Samurai Spirits: Kenkaku Yubinan Pack,24.0,2.0,0.0
Samurai Spirits: Oborozuki Densetsu,1274.0,2.0,0.0
Samurai Sudoku,20.0,2.0,0.0
Samurai Sword,62.75,1.0,0.0
Samurai Warrior: The Battles of Usagi Yojimbo,22.0,1.0,0.0
Samurai Warriors,632.1428571428571,17.0,0.0
Samurai Warriors 2,1224.6666666666667,31.333333333333332,0.0
Samurai Warriors 2: Empires,157.6,5.6,0.0
Samurai Warriors 2: Xtreme Legends,29.4,2.8,0.0
Samurai Warriors 3,206.5,6.0,0.0
Samurai Warriors 3: Empires,1.0,0.0,0.0
Samurai Warriors 4,1915.4285714285713,189.0,0.0
Samurai Warriors 4-II,1723.6666666666667,148.83333333333334,0.0
Samurai Warriors 4: Empires,2213.8571428571427,162.85714285714286,0.0
Samurai Warriors 5,163723.33333333334,1369.6666666666667,0.6666666666666666
Samurai Warriors Chronicles 3,15.0,1.0,0.0
Samurai Warriors: Chronicles,317.0,1.5,0.0
Samurai Warriors: Katana,10.0,1.0,0.0
Samurai Warriors: Spirit of Sanada,23173.4,100.8,0.0
Samurai Warriors: State of War,8.5,0.5,0.0
Samurai Warriors: Xtreme Legends,33.5,3.75,0.0
Samurai Western,570.8571428571429,16.428571428571427,0.0
Samurai Zero,573.0,13.5,0.0
Samurai Zombie Nation,203.0,5.0,0.0
Samurai of Hyuga,15.5,2.0,0.0
Samurai vs Zombies Defense,85.0,5.0,0.0
Samurai-Ghost,846.0,1.6666666666666667,0.0
SamuraiRising,302.5,5.0,0.0
San Camillo II,10.0,1.0,0.0
San Diablos,11.0,1.0,0.0
San Francisco,8.5,2.5,0.0
San Francisco Rush 2049,4996.285714285715,29.714285714285715,0.0
San Francisco Rush: Extreme Racing,8934.857142857143,26.714285714285715,0.0
San Goku Shi,42.0,1.0,0.0
San Guo Zhi 4: Chi Bi Feng Yun,2.0,0.0,0.0
San Juan,1.0,0.0,0.0
San Matias: Mafia City,61.0,3.0,0.0
Sanada Juu Yuushi,410.0,1.6666666666666667,0.0
Sanae Challenge!,9.75,1.5,0.0
Sanae Toumaden X,473.0,2.0,0.0
Sanalika,7211.5,51.5,0.0
Sanator: Scarlet Scarf,502.0,17.0,0.0
Sanatorium,531.1428571428571,14.428571428571429,0.0
Sanctuary Island,14688.0,9.0,0.0
Sanctuary VR,4.0,2.0,0.0
SanctuaryRPG,6002.142857142857,63.714285714285715,0.0
Sanctum,2689.0,92.85714285714286,0.0
Sanctum 2,10250.142857142857,566.5714285714286,0.0
Sanctum Breach,110.0,6.0,0.0
Sanctum Breach: Rebirth,400.0,5.0,0.0
Sanctus Mortem,386.0,2.6666666666666665,0.0
Sand Painting Game,4.0,0.0,0.0
Sand Storm,88.9090909090909,3.3636363636363638,0.0
Sand is The Soul,199.0,1.0,0.0
Sand: A Superfluous Game,477.0,24.0,0.0
Sandbox Anything,327.0,35.0,0.0
Sandbox Play,1017.6666666666666,60.666666666666664,0.0
Sandcastle Builder,1.0,1.0,0.0
Sandhill Architectures,9.0,2.0,0.0
Sandmade,93.0,3.0,0.0
Sandman Academy,9.0,1.0,0.0
Sandream,3726.0,24.0,0.0
Sands of Aura,11395.5,80.0,0.0
Sands of Destruction,5549.375,4.25,0.0
Sands of Salzaar,17160.0,205.0,0.0
Sandstorm,148.5,25.25,0.0
Sandwalkers,5556.0,110.0,0.0
Sandwarriors,2.0,1.0,0.0
Sandwich Sudoku,331.0,5.0,0.0
Sandy & Junior Aventura Virtual,1.0,0.0,0.0
Sandy Beach,7.0,1.0,0.0
Sang-Froid - Tales of Werewolves,618.4285714285714,32.285714285714285,0.0
Sango 2,68.0,2.0,0.0
Sango Fighter,1625.625,2.625,0.0
Sango Fighter 2,11.0,2.0,0.0
Sango Guardian Chaos Generation Steamedition,693.0,4.0,0.0
Sangoku Heroes,121.66666666666667,1.3333333333333333,0.0
Sangoku Hime 2,27.0,1.0,0.0
Sangoku Hime: Senkou no Taika - Akatsuki no Haryuu,1201.0,2.0,0.0
Sangoku Musou Blast,6343.5,2.0,0.0
Sangoku Rensenki ~Omoidegaeshi~ CS Edition,12412.0,42.0,0.0
Sangoku Rensenki: Otome no Heihou!,19.5,1.0,0.0
Sangokushi,795.25,5.5,0.0
Sangokushi Eiketsuden,4005.5714285714284,5.0,0.0
Sangokushi Retsuden: Ransei no Eiyuu-tachi,210.0,1.0,0.0
Sangokushi Seishi: Tenbu Spirits,1.0,0.0,0.0
Sangokushi Sousouden,146.0,4.0,0.0
Sangokushi Taisen,251.4,4.0,0.0
Sangokushi Taisen Ten,6.4,0.4,0.0
Sanguine Sanctum,174.5,12.0,0.0
Sanguo,1.0,0.0,0.0
Sanguo Qunyingzhuan VII,1.0,1.0,0.0
Sanguosha,1895.375,16.5,0.0
Sanic the Hawtdawg: Da Movie - Da Game 2.1: Electric Boogaloo 2.2 Version 4 - The Squeakquel: VHS Edition - Directors Cut: Special Edition - The Musical & Knackles,254.0,9.5,0.0
Sanicball,5559.0,65.5,0.0
Sanitarium,40523.666666666664,140.66666666666666,0.0
Sanitarium Massacre,10.666666666666666,1.3333333333333333,0.0
Sanity of Morris,4759.0,168.0,0.0
Sanity: Aiken's Artifact,49.0,3.0,0.0
Sankaku Renai Love Triangle Trouble,565.0,5.0,0.0
Sankaku Renai: Love Triangle Trouble,177.66666666666666,4.0,0.0
Sankyo Fever! Fever!,88.0,1.0,0.0
Sanma no Meitantei,643.3333333333334,2.3333333333333335,0.0
Sanrio Carnival,146.0,4.0,0.0
Sanrio Characters: Miracle Match,783.0,23.0,0.0
Sanrio Shanghai,1.0,0.0,0.0
Sanrio TimeNet: Kako-hen,755.5,2.75,0.0
Sanrio TimeNet: Mirai-hen,90974.0,2.0,0.0
Sanrio World Smash Ball!,5848.857142857143,21.571428571428573,0.0
Sanrio characters Picross,3.0,1.0,0.0
Sansar,53433.0,199.4,0.0
Sansara Naga,6.0,0.5,0.0
Sansara Naga 1x2,2.0,1.0,0.0
Sansara Naga 2,624.0,1.0,0.0
Santa Christmas Jump: Fun Game,1.0,0.0,0.0
Santa Claus Jr. Advance,37.2,1.8,0.0
Santa Claus Junior,146.0,2.4,0.0
Santa Claus Saves The Earth,1881.5714285714287,11.0,0.0
Santa Claus in Trouble,975.1666666666666,33.5,0.0
Santa Claus in Trouble HD,7170.333333333333,89.66666666666667,0.0
Santa Claus is Comin' to Town,458.5,5.333333333333333,0.0
Santa Claus no Takarabako,12.0,1.0,0.0
Santa Claws,8149.333333333333,64.33333333333333,0.0
Santa Fe Mysteries: Sacred Ground,30.0,1.0,0.0
Santa Fe Mysteries: The Elk Moon Murder,43.0,1.0,0.0
Santa Paravia and Fiumaccio,0.0,0.0,0.0
Santa Protects the Christmas Tree,110.0,4.0,0.0
Santa Ride!,1124.6666666666667,0.6666666666666666,0.0
Santa Rockstar HD,536.0,7.8,0.0
Santa Simulator,1173.0,5.0,0.0
Santa Soccer,99.0,1.0,0.0
Santa Tracker,593.0,29.571428571428573,0.0
Santa in search of toys,143.0,5.666666666666667,0.0
Santa's Big Adventures,140.0,6.0,0.0
Santa's Christmas Solitaire,123.0,2.0,0.0
Santa's Christmas Solitaire 2,20.0,1.0,0.0
Santa's Gifts,612.0,3.0,0.0
Santa's Special Delivery,13570.0,3.0,0.0
Santa's Story of Christmas,920.0,21.666666666666668,0.0
Santa's Toy Factory Nonograms,1.0,1.0,0.0
Santa's Visit,254.5,2.5,0.0
Santa's Workshop,169.0,9.333333333333334,0.0
Santa's Xmas Caper,44.0,1.0,0.0
Santa's vacation,181.0,3.0,0.0
Santa: Make Christmas Happy!,1424.0,1.0,0.0
SantaCraft,26757.0,44.5,0.0
Santa’s Xmas Adventure,210.0,10.0,0.0
Santcum,20.333333333333332,5.333333333333333,0.0
Santhai,6433.0,19.0,0.0
Santo Island Incident,213.0,9.0,0.0
Sanvein,42.0,3.0,0.0
Saomi,670.0,52.0,0.0
Sapiens,33290.4,135.0,0.0
Sapo Xulé: S.O.S. Lagoa Poluída,5.0,1.0,0.0
Sapper,1358.0,51.5,0.0
Sapper: Defuse the Bomb Simulator,50424.0,73.0,0.0
Sara is Missing,9801.42857142857,150.14285714285714,0.0
Saracen,1.0,0.0,0.0
Sarah & Duck - Day at the Park,99.0,1.0,0.0
"Sarah, you are way too heavy",948.0,1.0,0.0
Sarah: Keeper of the Unicorn,337.3333333333333,2.0,0.0
Sarakon,10.25,0.75,0.0
Saranity,2.0,0.0,0.0
Sarara's Little Shop,1673.0,1.0,0.0
Sarawak,433.0,4.0,0.0
Sarcophaser,9.0,2.0,0.0
Sargon 4,40.0,1.0,0.0
Sargon II,1.5,1.0,0.0
Saru Get You: Pipo Saru Racer,95.0,2.0,0.0
Saru Getchu Saru Saru Daisakusen,3804.0,7.0,0.0
Saru Puncher,3227.4444444444443,4.111111111111111,0.0
Saru! Get You! Million Monkeys,109.0,4.0,0.0
Sasa,791.5,3.0,0.0
Sasami Kisscomi,8.5,1.5,0.0
Sass vs. Fash: Girlballs of Steel,2.0,0.0,0.0
Sassou Shounen Eiyuuden: Coca Cola Kid,176.5,2.5,0.0
Sasuke,2008.3333333333333,3.5,0.0
Sasuke Challenger,455.6666666666667,7.333333333333333,0.0
Sasuke vs. Commander,34.0,1.0,0.0
Satan,375.2857142857143,7.857142857142857,0.0
Satan Loves Cake,193.0,17.5,0.0
Satan's Hollow,6.0,1.0,0.0
Satan's puzzle 666,6715.0,4.0,0.0
Satanya's Adventure: All you need is melonpan,738.0,1.0,0.0
Satazius,37.0,5.333333333333333,0.0
Satazius Next,5.0,1.0,0.0
Satellite 7,6.0,1.0,0.0
Satellite Command,6.0,1.0,0.0
Satellite Reign,5733.857142857143,341.2857142857143,0.0
Satellite Repairman,5.0,1.0,0.0
Satellites,8.333333333333334,2.0,0.0
Satisfactory,4877594.6,20781.0,34.6
Satisfashion,543.0,42.0,0.0
Satogaeri,15674.0,72.0,0.0
Satori,146.2,3.6,0.0
Saturated Outer Space,206.0,3.0,0.0
Saturday Edition,59.666666666666664,7.0,0.0
Saturday Morning RPG,3181.4285714285716,75.14285714285714,0.0
Saturday Morning Sandbox,17.0,1.0,0.0
Saturday Night Slam Masters,1396.0,29.0,0.0
Saturday Night Speedway,3.0,1.0,0.0
Saturday of Piercing Screams,459.0,1.0,0.0
Saturn Bomberman,7887.857142857143,30.714285714285715,0.0
Saturn Bomberman Fight!!,465.0,1.8,0.0
Saturn Quest: Blast Effect,10.0,1.0,0.0
Saturn Quest: Shadow of Planetus,7.0,1.0,0.0
Saturnalia,112732.0,1125.0,0.0
Saturnine,6.0,0.0,0.0
Saucer Attack!,20.0,0.5,0.0
Sauna 2000,7475.0,18.0,0.0
Saurian,13704.166666666666,81.83333333333333,0.0
Saurusland,1.0,1.0,0.0
Sausage Bomber,3.0,2.0,0.0
Sausage Fest,2184.0,11.0,0.0
Sausage Fiesta,3294.5,11.5,0.0
Sausage Hunter,116.0,4.0,0.0
Sausage Man,112773.5,2243.0,1.0
Sausage Sports Club,1274.25,16.75,0.0
Sausage Wars,454.0,14.0,0.0
Saute Canton,5737.0,8.0,0.0
Savage,628.6363636363636,4.2727272727272725,0.0
Savage 2: A Tortured Soul,84.75,4.25,0.0
Savage Halloween,1630.0,103.0,0.0
Savage Island Part One,4.0,0.0,0.0
Savage Island Series,20.0,1.0,0.0
Savage Lands,4976.571428571428,212.57142857142858,0.0
Savage Moon,113.6,2.2,0.0
Savage Reign,161.6,4.8,0.0
Savage Skies,13.0,2.0,0.0
Savage Vessels,22.0,2.0,0.0
Savage Worlds,4889.0,51.4,0.0
Savage XR,255.0,3.0,0.0
Savage: Resurrection,55268.0,114.0,0.0
Savage: The Battle for Newerth,83.0,5.0,0.0
Savaki,12.0,1.0,0.0
Savana,3.0,0.0,0.0
Savant,877.0,77.6,0.0
Savant: Ascent,360.0,36.0,0.0
Savaş ve Fethet,32.666666666666664,6.666666666666667,0.0
Save Daddy Trump,285.5,7.5,0.0
Save Data,1.0,0.0,0.0
Save Farty,188.0,6.0,0.0
Save Iron Globe,134.0,1.0,0.0
Save Jesus,3387.1428571428573,85.71428571428571,0.0
Save Koch,2276.0,56.0,0.0
Save Mary,27.0,2.0,0.0
"Save Me, Sakuya-san!",5553.0,11.5,0.0
Save New York,12.0,1.0,0.0
Save Our Souls: Episode I - The Absurd Hopes Of Blessed Children,2.25,0.25,0.0
Save Room,19384.0,300.0,0.0
Save Room: Organization Puzzle,43344.0,195.0,0.0
Save The Cookie,8.0,1.0,0.0
Save The Date,62.0,3.0,0.0
Save The Girl,15094.0,1.0,0.0
Save The Heart Planet,1.0,0.0,0.0
Save Them,4.0,0.0,0.0
Save Us,1296.0,2.0,0.0
Save Your Mother,1171.0,4.333333333333333,0.0
Save Your Nuts,1955.8,17.0,0.0
Save daddy trump 2: The Final Triumph,589.0,13.0,0.0
Save me Mr Tako: Definitive Edition,4067.0,36.5,0.0
Save me Mr Tako: Tasukete Tako-San,9639.0,2.0,0.0
Save the Dodos,260.0,2.5,0.0
Save the Doge,2719.0,75.0,0.0
Save the Girl,22.0,3.0,0.0
Save the Hamsters,5.0,2.0,0.0
Save the Ninja Clan,417.0,18.833333333333332,0.0
Save the Octo,3668.0,3.0,0.0
Save the Reactor,7032.0,28.0,0.0
Save the Retrogames,1672.3333333333333,43.0,0.0
Save the Titanic,3.0,1.0,0.0
Save the Turtles,133.0,3.5,0.0
Save the Whales,2.25,0.0,0.0
SaveHer!,2.0,2.0,0.0
Saving Ghost,559.0,1.0,0.0
Saving Grace,456.0,8.0,0.0
Saving Harmony,18.5,3.0,0.0
Saving Mr. Sparkles,68.0,2.0,0.0
Saving Private Sheep,9.0,1.0,0.0
Saving Private Sheep 2,14.0,2.0,0.0
Saving Synthwave City,3.0,0.0,0.0
Savior,398.0,10.0,0.0
Savior of the Abyss,11907.666666666666,66.66666666666667,0.0
Saviors,31.0,4.0,0.0
Saviors of Sapphire Wings,1153.0,9.0,0.0
Saw,149486.85714285713,312.7142857142857,0.0
Saw Hell,144.0,1.0,0.0
Saw II: Flesh & Blood,28151.285714285714,36.857142857142854,0.0
Say Goodbye,272.5,2.0,0.0
Say No! More,216098.0,815.5,0.0
Saya no Uta,3233.8888888888887,49.77777777777778,0.0
Saya: Immoral Labyrinth,206.0,1.0,0.0
Sayaka,3.0,1.0,0.0
Sayonara Electric,32.0,0.0,0.0
Sayonara Golden Days,176.0,2.0,0.0
Sayonara Umihara Kawase,3161.25,19.625,0.0
Sayonara Umihara Kawase Chiari,55.0,2.0,0.0
Sayonara Wild Hearts,109828.0,1485.6666666666667,0.0
Sayonara o Oshiete: Comment te Dire Adieu,6.0,1.0,0.0
Sayonara! Hakoboi!,1.0,1.0,0.0
Sayri: The Beginning,10943.0,9.5,0.0
Scalak,266.0,16.5,0.0
Scale,12.333333333333334,7.333333333333333,0.0
Scale Bubbles,1.0,0.0,0.0
Scale Star,1.0,0.0,0.0
Scalebound,127.0,1.0,0.0
Scaler,576.7142857142857,28.285714285714285,0.0
Scalextric,1213.0,3.5,0.0
Scally's World: Numbers & Sums,6.0,1.0,0.0
Scamp: High Hat Havoc,44.5,9.0,0.0
Scamperghost,66.0,1.0,0.0
Scampr,488.5,12.0,0.0
Scandal,5.5,1.5,0.0
Scania Truck Driving Simulator,939.8571428571429,63.0,0.0
Scania Truck Driving Simulator: The Game,2923.0,15.5,0.0
Scanner Sombre,18006.0,271.3333333333333,0.0
Scapeghost,133.0,1.3333333333333333,0.0
Scapeland,377.0,4.0,0.0
Scar of the Doll,86.0,3.0,0.0
ScarFall: The Royale Combat,203.0,2.0,0.0
Scarab,18.0,1.0,0.0
Scarab Tales,5.0,1.0,0.0
Scarab of Ra,6.333333333333333,1.0,0.0
Scarabeus: Pearls of Nile,17.0,1.0,0.0
Scare: Project of Fear,219.0,12.0,0.0
Scared Stiff,10428.0,5.333333333333333,0.0
Scared Tube,216.0,9.0,0.0
Scaredom,246.0,7.0,0.0
Scarface: Money. Power. Respect.,1291.25,5.0,0.0
Scarface: The World Is Yours,21115.85714285714,232.57142857142858,0.0
Scarlet Blade,466.6666666666667,21.166666666666668,0.0
Scarlet Hollow,26223.5,292.5,0.0
Scarlet Hollow: Episode 1,195.0,13.0,0.0
Scarlet Hood and the Wicked Wood,74735.0,92.0,0.0
Scarlet Midnight,7.0,2.0,0.0
Scarlet Smiling Skull,3.0,0.0,0.0
Scarlet Tower,4552.0,159.0,0.0
Scarleth,1.0,0.0,0.0
Scarlett Mysteries: Cursed Child,5408.2,23.8,0.0
Scarred Stars,46.0,4.0,0.0
Scarred Stars: Traumatic Edition,162.0,11.0,0.0
Scars Above,34691.0,336.0,0.0
Scars of Honor,716.0,7.5,0.0
Scary Brawl,23.0,2.0,0.0
Scary Buddies,578.0,11.0,0.0
Scary Cabin,59.5,2.0,0.0
Scary Child,30.0,4.0,0.0
Scary Girl,8022.142857142857,15.857142857142858,0.0
Scary Granny Horror Game,1619.0,50.5,0.0
Scary Hospital Horror Game,717.3333333333334,28.0,0.0
Scary Hotel,26.0,6.0,0.0
Scary House,16921.0,39.4,0.0
Scary Humans,34.0,3.0,0.0
Scary Husband HD,3105.0,7.0,0.0
Scary Maze,943.0,40.5,0.0
Scary Tales,49760.666666666664,48.0,0.0
Scary Teacher 3D,250.0,177.0,0.0
Scary Wife HD,10900.0,21.0,0.0
Scary new year,4635.0,8.0,0.0
Scaryfish III,32.166666666666664,1.5,0.0
Scarygirl Illustration Kit,10.0,2.0,0.0
Scarytales: All Hail King Mongo,199.5,3.0,0.0
Scathe,19223.0,253.5,0.0
Scatter Slots,184.0,10.0,0.0
Scattergories,8506.857142857143,31.571428571428573,0.0
Scavenger,3263.25,203.75,0.0
Scavenger Hunt,211.0,5.0,0.0
Scavenger SV-4,3503.4,34.0,0.0
Scavenger by Fiona,10.0,2.0,0.0
Scavengers,1843719.0,13838.0,11.0
Scavengers of the Mutant World,388.0,23.0,0.0
Scene Investigators,10042.0,18.0,0.0
Scene It? Box Office Smash,3205.3333333333335,3.1666666666666665,0.0
Scene It? Bright Lights! Big Screen!,32.0,2.5,0.0
Scene It? Comedy Movies,46.666666666666664,8.666666666666666,0.0
Scene It? Harry Potter,4.0,1.0,0.0
"Scene It? Lights, Camera, Action",22.0,1.8,0.0
Scene It? Movie Night,1762.5,55.5,0.0
Scene It? Movie Night: Mega Movies,459.0,22.25,0.0
Scene It? Twilight,1852.8,5.2,0.0
Scenery Disk 1,15.0,2.0,0.0
Sceptre of Bagdad,152.0,2.0,0.0
Schach,10376.0,435.5,0.0
Schach Attacke,5.0,1.0,0.0
Schacht,62.0,4.2,0.0
SchafkopfSpiel,91.0,9.0,0.0
Schatte: The Witch and the Fake Shadow,1.0,1.0,0.0
Schatten der Dämmerung,2.0,1.0,0.0
Schein,527.8333333333334,20.833333333333332,0.0
"Scheme!!! Spica, Chinatsu, and Haruka's Enchanting, Marvelous, and Quite Frankly Elaborate Quest to Save Their Cute Girlfriend!",222.0,8.0,0.0
Scheming Through The Zombie Apocalypse: The Beginning,3527.8,40.0,0.0
Schizm 3: Nemezis,369.0,8.0,0.0
Schizm: Mysterious Journey,136.83333333333334,4.333333333333333,0.0
Schizo Simulator,461.0,4.5,0.0
Schizofrenia,838.0,4.0,0.0
Schizophrenia,2227.0,19.5,0.0
Schlacht,17.0,1.0,0.0
Schlag den Raab,6477.0,5.0,0.0
Schlag den Raab: Das 2. Spiel,4719.285714285715,5.857142857142857,0.0
Schlag den Raab: Das 3. Spiel,3857.0,5.428571428571429,0.0
Schlag den Raab: Das Spiel,52.0,4.0,0.0
Schlag den Star: Das 2. Spiel,5725.0,30.0,0.0
Schlag den Star: Das Spiel,153934.66666666666,52.333333333333336,0.0
Schlenderman,2298.0,40.0,0.0
Schmutznik,80.0,4.0,0.0
Schnock n' Blopf,3.0,0.0,0.0
Scholar of the Arcane Arts,3821.0,47.0,0.0
Scholastic Math Missions,2.0,1.0,0.0
Scholastic's The Magic School Bus: Space Exploration Game,320.25,0.75,0.0
Scholastic: Clifford the Big Red Dog - Reading,2829.1666666666665,0.5,0.0
School Bus Driver Simulator,4056.0,42.0,0.0
School Bus Fun,21.0,3.0,0.0
School Days,1274.2857142857142,69.57142857142857,0.0
School Girl/Zombie Hunter,3922.3333333333335,186.83333333333334,0.0
School Grounds,1258.5,45.5,0.0
School Heaven: Love Ero Harem - Momoiro Typhoon,5.0,1.0,0.0
School House: 30 Educational Programs,635.0,4.5,0.0
School Life Simulator,230.66666666666666,12.333333333333334,0.0
School Maze,1064.6666666666667,4.333333333333333,0.0
School Owner,456.6666666666667,10.666666666666666,0.0
School Rendezvous,354.0,3.0,0.0
School Rendezvous Second Semester,16.0,2.0,0.0
School Rumble Ni-Gakki Kyoufu no Natsugasshuku Youkan ni Yuurei Arawaru Otakara wo Megutte Makkou Shoubu no Maki,8.75,1.75,0.0
School Rumble: Nēsan Jiken Desu!,23.5,1.5,0.0
School Simulator RPG,3699.0,52.0,0.0
School Trip,920.0,10.5,0.0
School Tycoon,148.28571428571428,22.285714285714285,0.0
School Years,82.0,1.0,0.0
School of Chaos Online MMORPG,19.0,2.0,0.0
School of Dragons: How to Train Your Dragon,837.1428571428571,101.57142857142857,0.0
School of Horror,289.0,18.0,0.0
School of Magic,2588.0,35.0,0.0
School of Ragnarok,12.5,1.0,0.0
School of the Dead: Anastasia,499.0,27.0,0.0
SchoolMate,2.0,0.0,0.0
Schoolgirl Fighting,57.285714285714285,2.4285714285714284,0.0
Schoolgirl Fighting 2,128.0,1.0,0.0
Schoolgirl Fighting 3,2.5,0.5,0.0
Schoolgirl Strikers,23.0,3.0,0.0
Schoolgirl Strikers: Twinkle Melodies,1723.2,7.0,0.0
Schoolgirl Tournament Fighting,13.0,3.5,0.0
Schoolyard Slaughter,17.0,1.0,0.0
Schrodinger's Catgirl,179.0,5.5,0.0
Schrodinger's cat simulator,4.0,1.0,0.0
Schrödinger's Cat and the Raiders of the Lost Quark,73.2,8.4,0.0
Schuld,302.0,7.0,0.0
Schwarzerblitz,72.0,11.5,0.0
Schwarzesmarken,362.6666666666667,1.0,0.0
Schwarzschild EX: Tessa no Seigun,150.0,0.5,0.0
Schwarzschild GX: Sabita Sousei,191.0,2.0,0.0
Schwarzschild GXR: Toki Gen no Ken Nin,0.0,0.0,0.0
Schwarzschild II: Teikoku no Haishin,308.0,2.0,0.0
Schwarzschild III: Wakusei Desperan,1027.0,1.0,0.0
Schäferstündchen Adventures,23.5,2.0,0.0
Sci-Fi,1109.857142857143,29.0,0.0
Sci-Fi Channel Trivia Game,284.0,1.5,0.0
Sci-Fi Pinball,2.0,1.0,0.0
